soa_code,IMD_rank,Income_rank,Employment_rank,Health_rank,Education_rank,Access_rank,Environment_rank,Crime_rank,IMD_decile,Income_decile,Employment_decile,Health_decile,Education_decile,Access_decile,Environment_decile,Crime_decile
95QQ02W1,649,694,659,763,538,150,473,700,8,8,8,9,7,2,6,8
95QQ03W1,113,135,168,215,74,266,78,108,2,2,2,3,1,3,1,2
95QQ04W1,286,277,344,292,154,373,235,650,4,4,4,4,2,5,3,8
95QQ05W1,766,797,767,829,791,190,805,682,9,9,9,10,9,3,10,8
95QQ06W1,297,334,311,455,320,71,398,282,4,4,4,6,4,1,5,4
95QQ07W1,247,274,283,229,333,612,33,110,3,4,4,3,4,7,1,2
95QQ08W1,135,160,88,211,200,291,143,321,2,2,1,3,3,4,2,4
95QQ09W1,553,503,466,656,596,431,273,255,7,6,6,8,7,5,4,3
95QQ10W1,419,557,573,710,473,28,119,539,5,7,7,8,6,1,2,7
95QQ11W1,665,712,622,694,682,171,435,728,8,8,7,8,8,2,5,9
95QQ12W1,432,460,354,474,534,439,69,495,5,6,4,6,6,5,1,6
95QQ13W1,573,700,668,767,552,41,321,748,7,8,8,9,7,1,4,9
95QQ14S1,687,677,713,697,524,260,790,534,8,8,9,8,6,3,9,6
95QQ14S2,620,753,682,674,543,103,309,587,7,9,8,8,7,2,4,7
95QQ15W1,396,402,524,398,263,570,52,326,5,5,6,5,3,7,1,4
95RR01S1,543,470,382,482,592,483,806,484,7,6,5,6,7,6,10,6
95RR01S2,500,543,422,584,494,179,388,588,6,7,5,7,6,3,5,7
95RR02W1,362,353,263,520,374,286,700,208,5,4,3,6,5,4,8,3
95RR03W1,65,62,75,64,76,647,311,6,1,1,1,1,1,8,4,1
95RR04W1,189,137,139,217,340,298,733,428,3,2,2,3,4,4,9,5
95RR05S1,701,682,509,724,684,475,860,494,8,8,6,9,8,6,10,6
95RR05S2,121,131,155,267,52,601,296,27,2,2,2,3,1,7,4,1
95RR06W1,309,333,248,468,304,84,794,717,4,4,3,6,4,1,9,9
95RR07W1,418,502,309,527,377,159,831,621,5,6,4,6,5,2,10,7
95RR08W1,400,482,310,550,493,61,685,862,5,6,4,7,6,1,8,10
95RR09S1,260,257,187,272,323,231,787,547,3,3,3,4,4,3,9,7
95RR09S2,658,714,784,670,303,202,833,850,8,9,9,8,4,3,10,10
95RR10W1,40,45,30,95,62,653,188,8,1,1,1,2,1,8,3,1
95RR11W1,449,552,538,629,367,46,477,614,6,7,7,8,5,1,6,7
95RR12W1,332,390,209,308,428,628,556,81,4,5,3,4,5,8,7,1
95RR13W1,206,190,144,258,442,700,242,33,3,3,2,3,5,8,3,1
95RR14W1,242,263,199,445,278,60,766,656,3,3,3,5,4,1,9,8
95RR15W1,354,280,353,376,371,154,856,800,4,4,4,5,5,2,10,9
95SS01S1,674,818,780,784,738,108,223,370,8,10,9,9,9,2,3,5
95SS01S2,716,793,670,699,772,161,848,563,9,9,8,8,9,2,10,7
95SS02S1,831,807,749,826,731,576,640,585,10,10,9,10,9,7,8,7
95SS02S2,880,877,868,859,857,488,887,678,10,10,10,10,10,6,10,8
95SS03S1,730,796,736,843,865,126,389,852,9,9,9,10,10,2,5,10
95SS03S2,755,871,847,875,841,137,325,631,9,10,10,10,10,2,4,8
95SS04S1,463,430,403,400,382,499,554,561,6,5,5,5,5,6,7,7
95SS04S2,495,480,540,514,281,419,306,571,6,6,7,6,4,5,4,7
95SS04S3,661,704,667,552,529,281,671,492,8,8,8,7,6,4,8,6
95SS05S1,528,530,433,412,572,703,236,246,6,6,5,5,7,8,3,3
95SS05S2,805,804,801,781,719,380,818,473,10,10,9,9,9,5,10,6
95SS06S1,33,40,63,33,47,300,198,34,1,1,1,1,1,4,3,1
95SS06S2,38,21,72,50,38,510,197,159,1,1,1,1,1,6,3,2
95SS06S3,16,8,54,9,35,631,83,53,1,1,1,1,1,8,1,1
95SS07S1,140,103,205,133,189,293,361,141,2,2,3,2,3,4,5,2
95SS07S2,621,593,620,475,427,395,578,736,7,7,7,6,5,5,7,9
95SS07S3,465,456,486,263,664,378,305,391,6,6,6,3,8,5,4,5
95SS08S1,789,828,859,796,851,138,846,832,9,10,10,9,10,2,10,10
95SS08S2,653,715,640,589,708,122,696,687,8,9,8,7,8,2,8,8
95SS09S1,813,868,884,887,879,220,498,455,10,10,10,10,10,3,6,6
95SS09S2,758,805,813,835,827,169,561,685,9,10,10,10,10,2,7,8
95SS10S1,581,492,566,574,765,582,258,87,7,6,7,7,9,7,3,1
95SS10S2,818,802,764,692,855,562,877,312,10,10,9,8,10,7,10,4
95SS11S1,673,685,710,714,695,176,807,234,8,8,8,9,8,2,10,3
95SS11S2,604,782,630,680,703,52,741,301,7,9,8,8,8,1,9,4
95SS12W1,742,733,680,675,777,550,487,331,9,9,8,8,9,7,6,4
95SS13S1,299,344,500,249,128,751,105,75,4,4,6,3,2,9,2,1
95SS13S2,227,265,282,238,95,661,80,392,3,3,4,3,2,8,1,5
95SS14S1,145,120,167,154,109,691,175,277,2,2,2,2,2,8,2,4
95SS14S2,612,514,568,620,512,406,594,459,7,6,7,7,6,5,7,6
95SS15S1,840,800,796,761,862,402,872,681,10,9,9,9,10,5,10,8
95SS15S2,799,848,858,852,852,217,457,554,9,10,10,10,10,3,6,7
95SS16S1,397,394,347,167,715,737,620,104,5,5,4,2,9,9,7,2
95SS16S2,48,57,41,28,143,687,90,25,1,1,1,1,2,8,2,1
95SS17S1,550,581,529,519,393,479,255,372,7,7,6,6,5,6,3,5
95SS17S2,310,357,313,253,181,575,304,298,4,5,4,3,3,7,4,4
95SS18S1,231,224,246,260,173,529,148,315,3,3,3,3,2,6,2,4
95SS18S2,300,273,378,285,329,718,58,77,4,4,5,4,4,9,1,1
95SS19S1,637,596,689,648,491,430,243,441,8,7,8,8,6,5,3,5
95SS19S2,304,284,409,283,165,443,125,599,4,4,5,4,2,5,2,7
95SS20W1,771,746,661,744,657,652,693,544,9,9,8,9,8,8,8,7
95SS21S1,795,841,842,848,623,241,873,669,9,10,10,10,7,3,10,8
95SS21S2,679,759,637,564,730,189,692,577,8,9,8,7,9,3,8,7
95SS22S1,814,849,795,837,569,493,622,633,10,10,9,10,7,6,7,8
95SS22S2,807,776,734,757,782,433,828,646,10,9,9,9,9,5,10,8
95SS23S1,823,822,828,849,835,262,811,612,10,10,10,10,10,3,10,7
95SS23S2,644,657,652,645,509,213,627,626,8,8,8,8,6,3,8,8
95SS24S1,808,816,803,701,838,325,864,595,10,10,10,8,10,4,10,7
95SS24S2,800,711,781,657,792,471,810,727,9,8,9,8,9,6,10,9
95SS25W1,85,76,162,68,59,638,54,95,1,1,2,1,1,8,1,2
95SS26S1,72,70,89,67,55,511,120,162,1,1,1,1,1,6,2,2
95SS26S2,367,302,321,302,330,591,674,353,5,4,4,4,4,7,8,4
95SS27W1,386,380,368,328,316,673,113,493,5,5,5,4,4,8,2,6
95SS28W1,192,238,203,205,134,793,72,148,3,3,3,3,2,9,1,2
95SS29S1,32,28,49,35,71,446,96,92,1,1,1,1,1,6,2,2
95SS29S2,17,26,18,14,51,462,55,157,1,1,1,1,1,6,1,2
95SS30S1,890,888,886,883,839,571,643,888,10,10,10,10,10,7,8,10
95SS30S2,874,866,819,828,842,569,816,532,10,10,10,10,10,7,10,6
95TT01W1,625,564,577,678,660,153,702,742,8,7,7,8,8,2,8,9
95TT02W1,461,419,460,481,485,156,540,877,6,5,6,6,6,2,7,10
95TT03S1,443,332,470,508,403,359,570,305,5,4,6,6,5,5,7,4
95TT03S2,578,580,450,545,555,287,591,663,7,7,6,7,7,4,7,8
95TT04W1,480,471,527,354,548,143,707,831,6,6,6,4,7,2,8,10
95TT05S1,796,702,766,774,789,532,615,528,9,8,9,9,9,6,7,6
95TT05S2,219,170,239,194,184,657,297,367,3,2,3,3,3,8,4,5
95TT06W1,586,479,583,595,634,163,749,840,7,6,7,7,8,2,9,10
95TT07W1,633,680,539,559,718,152,599,858,8,8,7,7,9,2,7,10
95TT08W1,577,592,600,555,505,133,533,833,7,7,7,7,6,2,6,10
95TT09S1,374,442,497,377,469,18,534,884,5,5,6,5,6,1,6,10
95TT09S2,703,654,701,717,743,168,776,848,8,8,8,9,9,2,9,10
95TT10W1,224,187,219,245,237,320,463,374,3,3,3,3,3,4,6,5
95TT11S1,517,473,399,599,613,157,663,878,6,6,5,7,7,2,8,10
95TT11S2,531,510,541,594,685,72,462,885,6,6,7,7,8,1,6,10
95TT12W1,427,494,389,401,450,132,628,659,5,6,5,5,6,2,8,8
95TT13S1,585,463,603,522,462,426,657,545,7,6,7,6,6,5,8,7
95TT13S2,291,240,345,278,275,588,229,131,4,3,4,4,4,7,3,2
95TT14W1,484,444,476,504,369,504,429,318,6,5,6,6,5,6,5,4
95TT15W1,317,421,318,416,400,42,186,777,4,5,4,5,5,1,3,9
95TT16W1,539,469,483,624,557,170,548,875,7,6,6,8,7,2,7,10
95UU06W1,516,422,514,542,542,304,590,265,6,5,6,7,7,4,7,3
95UU09W1,558,515,473,608,764,124,717,607,7,6,6,7,9,2,9,7
95UU14W1,210,172,201,286,227,289,379,343,3,2,3,4,3,4,5,4
95UU99C1,198,196,234,350,284,35,295,709,3,3,3,4,4,1,4,8
95UU99C2,215,188,214,427,142,198,575,382,3,3,3,5,2,3,7,5
95UU99C3,422,466,457,634,727,119,155,102,5,6,6,8,9,2,2,2
95UU99C4,338,437,446,549,507,8,139,767,4,5,6,7,6,1,2,9
95UU99C5,425,413,427,600,625,80,337,517,5,5,5,7,8,1,4,6
95UU99C6,229,222,188,347,354,203,261,188,3,3,3,4,4,3,3,3
95VV01S1,503,517,631,529,496,83,408,576,6,6,8,6,6,1,5,7
95VV01S2,288,278,297,348,211,199,653,404,4,4,4,4,3,3,8,5
95VV02W1,91,69,96,93,160,789,82,132,2,1,2,2,2,9,1,2
95VV03W1,118,134,126,123,122,461,116,279,2,2,2,2,2,6,2,4
95VV04W1,518,549,561,487,458,139,449,636,6,7,7,6,6,2,6,8
95VV05S1,617,574,554,609,720,178,721,503,7,7,7,7,9,2,9,6
95VV05S2,715,717,743,703,702,172,850,638,9,9,9,8,8,2,10,8
95VV06W1,321,221,292,309,500,223,631,551,4,3,4,4,6,3,8,7
95VV07S1,181,191,223,244,164,531,208,22,3,3,3,3,2,6,3,1
95VV07S2,597,467,560,575,647,344,748,384,7,6,7,7,8,4,9,5
95VV08W1,184,125,186,213,394,109,560,797,3,2,3,3,5,2,7,9
95VV09W1,112,67,110,127,254,244,424,548,2,1,2,2,3,3,5,7
95VV10S1,95,68,131,81,89,790,230,171,2,1,2,1,1,9,3,2
95VV10S2,120,150,194,100,104,864,112,9,2,2,3,2,2,10,2,1
95VV11S1,572,462,596,446,618,259,629,658,7,6,7,6,7,3,8,8
95VV11S2,544,477,508,420,619,303,726,417,7,6,6,5,7,4,9,5
95VV12S1,171,113,275,129,169,470,488,120,2,2,4,2,2,6,6,2
95VV12S2,186,151,198,214,240,387,268,195,3,2,3,3,3,5,4,3
95VV13S1,460,561,407,530,637,59,514,775,6,7,5,6,8,1,6,9
95VV13S2,547,527,586,483,754,116,427,521,7,6,7,6,9,2,5,6
95VV14S1,318,327,285,254,331,615,322,129,4,4,4,3,4,7,4,2
95VV14S2,402,400,326,210,694,786,406,161,5,5,4,3,8,9,5,2
95VV15S1,71,63,70,53,121,766,65,97,1,1,1,1,2,9,1,2
95VV15S2,406,367,334,331,504,501,550,332,5,5,4,4,6,6,7,4
95VV16W1,434,340,449,466,464,261,690,349,5,4,6,6,6,3,8,4
95VV17S1,230,154,237,288,351,192,491,408,3,2,3,4,4,3,6,5
95VV17S2,336,201,472,323,533,113,523,586,4,3,6,4,6,2,6,7
95VV18S1,613,540,703,651,372,323,714,361,7,7,8,8,5,4,9,5
95VV18S2,157,204,158,113,183,349,340,103,2,3,2,2,3,4,4,2
95VV19S1,399,364,453,418,286,350,327,453,5,5,6,5,4,4,4,6
95VV19S2,188,206,272,109,178,280,426,196,3,3,4,2,2,4,5,3
95VV20W1,376,487,355,439,348,105,283,499,5,6,4,5,4,2,4,6
95VV21S1,361,370,379,273,439,106,801,602,5,5,5,4,5,2,9,7
95VV21S2,628,664,653,628,696,77,602,846,8,8,8,8,8,1,7,10
95VV22W1,293,298,343,353,291,120,451,258,4,4,4,4,4,2,6,3
95VV23W1,464,423,437,497,594,218,522,320,6,5,5,6,7,3,6,4
95VV24S1,588,539,679,523,784,330,260,121,7,7,8,6,9,4,3,2
95VV24S2,237,199,300,174,285,464,247,243,3,3,4,2,4,6,3,3
95VV25S1,182,124,204,216,343,86,574,792,3,2,3,3,4,1,7,9
95VV25S2,452,385,439,547,663,79,781,879,6,5,5,7,8,1,9,10
95VV26W1,258,326,240,265,378,55,729,482,3,4,3,3,5,1,9,6
95VV27W1,199,202,266,125,179,681,178,179,3,3,3,2,3,8,2,3
95VV28S1,394,365,429,256,401,711,253,219,5,5,5,3,5,8,3,3
95VV28S2,222,216,221,186,312,810,118,74,3,3,3,3,4,10,2,1
95VV29W1,476,483,518,623,501,111,265,634,6,6,6,7,6,2,3,8
95VV30S1,723,673,597,771,768,528,760,256,9,8,7,9,9,6,9,3
95VV30S2,256,229,255,365,231,520,359,85,3,3,3,5,3,6,5,1
95WW01S1,511,408,537,403,510,698,350,210,6,5,7,5,6,8,4,3
95WW01S2,491,427,579,499,306,704,170,357,6,5,7,6,4,8,2,5
95WW02S1,431,355,485,372,410,389,433,359,5,4,6,5,5,5,5,5
95WW02S2,600,459,687,583,479,392,543,410,7,6,8,7,6,5,7,5
95WW03S1,223,264,183,360,255,566,92,54,3,3,3,5,3,7,2,1
95WW03S2,794,742,789,834,726,394,670,556,9,9,9,10,9,5,8,7
95WW04S1,408,397,461,554,224,381,303,351,5,5,6,7,3,5,4,4
95WW04S2,638,721,517,561,436,413,778,537,8,9,6,7,5,5,9,7
95WW05S1,737,646,657,716,586,710,678,483,9,8,8,9,7,8,8,6
95WW05S2,380,389,316,361,384,724,336,76,5,5,4,5,5,9,4,1
95WW06S1,733,792,760,765,763,174,528,609,9,9,9,9,9,2,6,7
95WW06S2,802,811,807,778,837,249,715,664,10,10,10,9,10,3,9,8
95WW07S1,722,779,765,831,666,239,355,433,9,9,9,10,8,3,4,5
95WW07S2,797,798,793,799,648,363,750,674,9,9,9,9,8,5,9,8
95WW08S1,645,667,685,671,339,456,479,402,8,8,8,8,4,6,6,5
95WW08S2,694,662,673,659,568,407,650,438,8,8,8,8,7,5,8,5
95WW09S1,139,121,146,290,90,370,180,324,2,2,2,4,2,5,3,4
95WW09S2,777,835,771,792,627,386,871,380,9,10,9,9,8,5,10,5
95WW10S1,423,403,528,255,346,534,450,287,5,5,6,3,4,6,6,4
95WW10S2,267,303,212,338,158,734,272,263,3,4,3,4,2,9,4,3
95WW11S1,803,813,790,649,774,487,884,354,10,10,9,8,9,6,10,4
95WW11S2,798,731,726,798,745,717,684,303,9,9,9,9,9,9,8,4
95WW12W1,117,155,143,112,60,787,71,259,2,2,2,2,1,9,1,3
95WW13S1,765,732,837,789,751,267,680,541,9,9,10,9,9,3,8,7
95WW13S2,748,761,792,777,676,216,728,645,9,9,9,9,8,3,9,8
95WW14W1,77,77,107,110,21,607,95,302,1,1,2,2,1,7,2,4
95WW15S1,664,631,643,687,571,537,683,126,8,8,8,8,7,7,8,2
95WW15S2,753,747,683,643,748,467,809,450,9,9,8,8,9,6,10,6
95WW16S1,602,590,571,597,526,690,485,70,7,7,7,7,6,8,6,1
95WW16S2,238,250,361,239,99,579,212,201,3,3,5,3,2,7,3,3
95WW17W1,375,429,331,320,302,362,401,334,5,5,4,4,4,5,5,4
95WW18W1,485,519,511,397,309,784,368,169,6,6,6,5,4,9,5,2
95WW19S1,718,698,612,636,562,583,651,667,9,8,7,8,7,7,8,8
95WW19S2,888,887,869,878,854,458,890,861,10,10,10,10,10,6,10,10
95WW19S3,885,886,876,877,874,451,880,734,10,10,10,10,10,6,10,9
95WW20S1,743,741,758,801,626,288,711,518,9,9,9,9,8,4,8,6
95WW20S2,780,780,841,691,675,472,698,364,9,9,10,8,8,6,8,5
95WW20S3,879,846,852,872,823,557,836,746,10,10,10,10,10,7,10,9
95WW21S1,100,107,98,147,42,596,135,735,2,2,2,2,1,7,2,9
95WW21S2,439,379,513,383,270,584,360,434,5,5,6,5,4,7,5,5
95WW22S1,683,643,677,722,564,355,552,412,8,8,8,9,7,4,7,5
95WW22S2,138,127,181,139,120,347,144,381,2,2,3,2,2,4,2,5
95WW23S1,482,465,506,526,457,693,358,45,6,6,6,6,6,8,5,1
95WW23S2,884,876,885,864,859,549,791,611,10,10,10,10,10,7,9,7
95WW24S1,279,249,216,363,264,809,218,182,4,3,3,5,3,10,3,3
95WW24S2,108,100,127,120,118,760,206,64,2,2,2,2,2,9,3,1
95WW25W1,154,166,108,145,218,797,121,212,2,2,2,2,3,9,2,3
95XX01S1,851,851,799,854,816,315,889,811,10,10,9,10,10,4,10,10
95XX01S2,853,839,804,815,812,357,875,795,10,10,10,10,10,5,10,9
95XX01S3,757,785,721,706,609,377,855,710,9,9,9,8,7,5,10,8
95XX02W1,863,834,853,770,846,674,374,555,10,10,10,9,10,8,5,7
95XX03S1,774,827,779,821,523,310,819,844,9,10,9,10,6,4,10,10
95XX03S2,857,862,857,870,778,285,859,793,10,10,10,10,9,4,10,9
95XX04S1,855,840,817,809,755,405,817,802,10,10,10,10,9,5,10,10
95XX04S2,654,640,569,578,559,452,777,355,8,8,7,7,7,6,9,4
95XX05W1,545,528,495,456,556,614,364,156,7,6,6,6,7,7,5,2
95XX06S1,382,296,445,394,280,533,225,340,5,4,5,5,4,6,3,4
95XX06S2,568,598,656,465,385,423,400,214,7,7,8,6,5,5,5,3
95XX07S1,816,757,693,808,819,473,747,788,10,9,8,10,10,6,9,9
95XX07S2,844,708,805,769,834,606,635,826,10,8,10,9,10,7,8,10
95XX08S1,836,767,750,855,775,666,497,620,10,9,9,10,9,8,6,7
95XX08S2,843,831,806,762,747,590,667,514,10,10,10,9,9,7,8,6
95XX09S1,684,535,716,538,710,435,656,601,8,7,9,7,8,5,8,7
95XX09S2,784,658,755,780,762,530,516,783,9,8,9,9,9,6,6,9
95XX10S1,415,335,556,432,322,434,300,252,5,4,7,5,4,5,4,3
95XX10S2,819,799,827,819,699,448,771,442,10,9,10,10,8,6,9,5
95XX10S3,403,348,584,389,182,500,377,437,5,4,7,5,3,6,5,5
95XX11S1,521,493,505,450,404,388,443,515,6,6,6,6,5,5,5,6
95XX11S2,670,627,706,515,547,519,682,269,8,8,8,6,7,6,8,4
95XX11S3,168,164,225,128,86,558,205,580,2,2,3,2,1,7,3,7
95XX12W1,842,860,875,871,868,228,804,644,10,10,10,10,10,3,10,8
95XX13W1,856,867,874,860,863,264,835,619,10,10,10,10,10,3,10,7
95XX14W1,867,880,879,882,875,356,824,458,10,10,10,10,10,4,10,6
95XX15W1,211,215,202,212,180,432,244,385,3,3,3,3,3,5,3,5
95XX16W1,721,718,623,735,651,306,785,787,9,9,7,9,8,4,9,9
95XX17S1,250,320,315,364,342,792,6,7,3,4,4,5,4,9,1,1
95XX17S2,677,620,696,838,566,779,87,281,8,7,8,10,7,9,1,4
95XX18W1,696,618,697,611,820,722,189,249,8,7,8,7,10,9,3,3
95XX19W1,848,806,855,845,821,496,584,449,10,10,10,10,10,6,7,6
95XX20S1,307,373,388,195,176,604,221,193,4,5,5,3,2,7,3,3
95XX20S2,709,861,887,886,163,508,385,874,8,10,10,10,2,6,5,10
95XX21W1,791,756,708,782,825,505,576,478,9,9,8,9,10,6,7,6
95XX22W1,680,628,654,753,413,713,402,388,8,8,8,9,5,9,5,5
95XX23W1,525,521,638,485,247,608,293,291,6,6,8,6,3,7,4,4
95XX24S1,838,872,775,827,667,403,865,823,10,10,9,10,8,5,10,10
95XX24S2,711,697,658,408,744,560,626,688,8,8,8,5,9,7,8,8
95XX25W1,240,244,229,332,129,725,210,283,3,3,3,4,2,9,3,4
95YY01W1,363,384,367,330,488,74,632,690,5,5,5,4,6,1,8,8
95YY02W1,303,262,235,171,487,454,603,476,4,3,3,2,6,6,7,6
95YY03W1,502,613,420,517,639,68,675,798,6,7,5,6,8,1,8,9
95YY04W1,282,286,191,196,466,316,752,400,4,4,3,3,6,4,9,5
95YY05W1,389,383,284,374,628,425,282,216,5,5,4,5,8,5,4,3
95YY06W1,287,259,230,261,406,182,763,680,4,3,3,3,5,3,9,8
95YY07W1,281,293,249,335,497,37,753,834,4,4,3,4,6,1,9,10
95YY08W1,220,310,271,298,252,16,407,670,3,4,4,4,3,1,5,8
95YY09W1,561,582,456,460,521,346,638,497,7,7,6,6,6,4,8,6
95YY10W1,549,699,587,431,723,51,546,786,7,8,7,5,9,1,7,9
95YY11W1,200,207,224,180,328,151,566,149,3,3,3,3,4,2,7,2
95YY12W1,473,516,588,359,732,39,724,789,6,6,7,5,9,1,9,9
95YY13S1,239,176,241,122,474,277,825,743,3,2,3,2,6,4,10,9
95YY13S2,204,189,189,168,242,292,648,481,3,3,3,2,3,4,8,6
95YY14S1,331,330,317,142,426,367,688,584,4,4,4,2,5,5,8,7
95YY14S2,487,366,475,366,614,284,797,839,6,5,6,5,7,4,9,10
95YY15S1,564,676,825,454,193,455,375,262,7,8,10,6,3,6,5,3
95YY15S2,80,79,134,22,102,337,471,158,1,1,2,1,2,4,6,2
95YY16W1,420,560,519,452,671,19,312,817,5,7,6,6,8,1,4,10
95YY17W1,313,436,419,367,461,1,708,851,4,5,5,5,6,1,8,10
95YY18W1,284,316,417,362,499,6,345,805,4,4,5,5,6,1,4,10
95YY19W1,277,290,298,179,313,311,269,460,4,4,4,3,4,4,4,6
95YY20W1,262,349,243,306,631,7,668,868,3,4,3,4,8,1,8,10
95YY21W1,505,536,641,696,561,45,231,706,6,7,8,8,7,1,3,8
95ZZ01W1,294,338,176,337,338,181,834,722,4,4,2,4,4,3,10,9
95ZZ02W1,61,46,36,44,119,526,365,591,1,1,1,1,2,6,5,7
95ZZ03W1,97,86,57,108,205,270,727,467,2,1,1,2,3,4,9,6
95ZZ04W1,197,312,169,257,273,23,639,819,3,4,2,3,4,1,8,10
95ZZ05W1,170,236,124,184,324,34,630,845,2,3,2,3,4,1,8,10
95ZZ06W1,12,9,7,18,41,551,333,237,1,1,1,1,1,7,4,3
95ZZ07W1,179,174,106,230,293,140,843,679,3,2,2,3,4,2,10,8
95ZZ08W1,126,159,132,235,236,9,508,806,2,2,2,3,3,1,6,10
95ZZ09W1,134,153,92,144,222,201,660,322,2,2,2,2,3,3,8,4
95ZZ10W1,187,200,120,185,347,441,416,147,3,3,2,3,4,5,5,2
95ZZ11W1,261,398,265,368,468,4,468,856,3,5,3,5,6,1,6,10
95ZZ12W1,141,184,81,132,226,283,559,313,2,3,1,2,3,4,7,4
95ZZ13W1,269,371,258,349,241,50,695,731,4,5,3,4,3,1,8,9
95ZZ14S1,212,182,163,221,195,436,677,615,3,3,2,3,3,5,8,7
95ZZ14S2,410,432,256,358,424,474,851,610,5,5,3,5,5,6,10,7
95ZZ15W1,234,252,157,355,332,98,712,676,3,3,2,4,4,2,8,8
95ZZ16S1,254,212,175,259,337,468,761,413,3,3,2,3,4,6,9,5
95ZZ16S2,153,147,76,151,297,561,394,308,2,2,1,2,4,7,5,4
